accepted_date ,a_id,change_ticket,risk_level,deferred_count,acceptance_type,false_positive_state,existing_patch,owner_comments,rejection_evidence,remediation_comments,completion_date,remediation_plan,remediation_proof,approch_used,vulnerability_source,status_date,unique_id,total_nd_vis_count,total_vis_count,active_vis,active_ns_vis,task_state,task_desc,assignment_count,cve_code,asgm_group,task_id,last_update,task_creation_date,task_closed_date,asset_identifyer
5/19/2023,F25F0063,,High,0,,,No,,,,8/14/2023,8fcQckR8q8zSJqPTCqesYogOfqwIuARGeQenDnnD,,Removal of software,Infra,8/8/2023,GiaNw0,,,,,Under Investigation,nX1duTdhZWbgxhU3m2Lw1RRErRhUBYlU8gfxxhan,0,CVE-2023-44487,Pv9uIKFRJA,task18838,8/14/2023,5/19/2023,,asset0026
11/12/2023,6EAE75FD,,Emergency,0,,,No,,,,12/22/2023,RI0UEQAt4ZnLNslnW9SzHPKkTszQa2jkRWnucbvC,,Removal of software,Infra,12/3/2023,fnlmZi,,,,,Closed,5f0jYzGnvr3UyyHthYepUAEqBJSFoTiTQ79gCSuq,0,CVE-2021-44228,sUe4dVxarA,task19580,12/17/2023,11/12/2023,12/17/2023,asset0135
4/18/2023,D9357986,,Very High,0,,,No,,,,4/26/2023,ypNo2r5RrFv7xo47VfIbqnEC5LLtCcoJkJzk9CN5,,Major Version Upgrade,Infra,4/26/2023,suE06s,,,,,Closed,0EvO0Kp31oyjLP0vlQzAB3O5qlxQcIMkyOF9VxiM,0,No-CVE,VztEUgmOaw,task19723,4/26/2023,4/18/2023,4/26/2023,asset0017
4/13/2020,12863664,,Very High,0,,,No,,,,5/17/2023,x8962UBLNaTkk7Y3pv6lwPqtgQ1t95Y8geKacUig,,Removal of software,Infra,3/8/2023,AmA4KI,,,,,Open,swhtVMDcn45B6AlZJ7bRtEsLx7VUxhok0tCh4fRR,0,CVE-2022-42889,NddTfKACHL,task15416,4/21/2023,4/13/2020,,asset0143
11/15/2019,A9EBCDEB,,Very High,0,,,No,,,,7/24/2023,hOL5AtpvRndPbH9Rdn5Q82hpiUTwSR3fNrBhP3Kk,,,Infra,11/6/2021,Q9PhXZ,,,,,Closed,rwUjTIj8lijQs0okO31piUVaYzHiyd36rnmZOx02,0,CVE-2018-1270,o8hIPrKnfh,task18667,12/29/2022,11/15/2019,12/29/2022,asset0397
6/21/2021,C0A8C969,,High,0,,,No,,,,12/23/2023,eIXcbJXgB9H01QLmLSgGAw0438Dv2OnbMr7o1MQa,,,Infra,7/27/2021,JRZSBV,,,,,In Remediation,YzD9OWNSlZBk7yUgrfnegMvTLdHcfPqoXFeRKTaR,0,No-CVE,bjVAJ7tRBB,task17022,1/30/2023,6/21/2021,,asset0472
6/8/2018,7B323524,,High,0,,,No,,,,1/18/2021,C4RIGbOqTStm6IBqI5qgBTCLT7rm51nkGkq9CrIH,,,Infra,3/20/2020,cK4iyo,,,,,Under Investigation,sUlI7oLmUAL4BL2a2ni2GOySRQRdqf193YE8NoJP,0,No-CVE,uviuWtS6Eq,task19815,6/7/2020,6/8/2018,,asset0357
7/22/2019,C63BE3C6,,Critiacal,0,,,No,,,,6/20/2022,kBpXFywfjzbnYyqGnuEo684TN7hJQxN85HJMqoqe,,,AppSec Assessment,12/11/2020,xJESl0,,,,,In Remediation,XfNNhegnDmHXCZG7z36ZtkXReqWGvunEO0Bi5rDw,0,CVE-2018-1270,YI5dNGXjvS,task15443,6/1/2021,7/22/2019,,asset0016
9/5/2020,1E0E3DEE,,Critiacal,0,,,No,,,,11/10/2020,FprlSLevQrubkxLGOPaQ8I1WW6y95r5rb1gg0mxn,,,Infra,11/2/2020,k7ClXo,,,,,In Remediation,5nMwVrLrVaTgDbWDYHnoEaiqE0vR3LwZ3B7kVVZc,0,CVE-2023-44487,ZJkLG0goj1,task19071,11/10/2020,9/5/2020,,asset0211
12/26/2021,F12C2A0A,,Very High,0,,,No,,,,1/2/2023,Yf73oXbSxI2mBo1C3RDBGuDr2q1dkdHofT1uVuFO,,,Infra,1/26/2022,dkuumM,,,,,Closed,Bekg2NhSTo9xw2xW2jJ6RzrwcSKwznzu5CAf1pnU,0,CVE-2023-4863,i0u4pT66NC,task18115,8/20/2022,12/26/2021,8/20/2022,asset0897
11/18/2023,21EDD6B3,,Very High,0,,,No,,,,11/30/2023,uTihUkBdLe3BgVeaxZfEy5YaVVjbcq8o7sFTTZg2,,Major Version Upgrade,AppSec Scan,11/19/2023,AJgiJe,,,,,Open,CrDS3eNuBIRLYcV7dqKT64BY6WGtbd1ZN8PYoVTA,0,CVE-2022-42889,iheRyufmuB,task18284,11/28/2023,11/18/2023,,asset0675
9/13/2018,C382BEC5,,Very High,0,,,No,,,,12/15/2023,UboGDja4JPEldxjp7JB8O6WUrhrd52V2Eb5chi2L,,,AppSec Scan,10/14/2022,1iMVjW,,,,,Closed,Oi1nF6GHtf5PK4A1SmPmq7VQMVbgaz4daB9mScf5,1,CVE-2018-1270,my5aHdOn97,task15469,7/15/2023,9/13/2018,7/15/2023,asset0558
11/21/2021,A757C83A,,High,0,,,No,,,,3/10/2023,F9t6hJPioZHpInUEv3SEp9UY3SBI05eqffXF1E6l,,,Infra,5/12/2022,0ZScAg,,,,,Open,1cO4uzW3636B410XpCSHJCRaF4uN6ajCVrxFh2UN,2,CVE-2023-4863,iDz09DmP96,task19252,1/16/2023,11/21/2021,,asset0264
6/4/2018,D90FB275,,Very High,0,,,No,,,,9/4/2022,r5K8aBj00lOrEKhBAEJRRyQfefzZv9Ou1Cv0yJt0,,Major Version Upgrade,Infra,9/16/2018,yFcRsK,,,,,Closed,jolUTLCRItgpSglmiVwW9M583Ma9U4HL5pvqMIel,0,No-CVE,veq4s1hZED,task18931,3/5/2020,6/4/2018,3/5/2020,asset0758
9/30/2021,55ECE599,,High,0,,,No,,,,7/3/2022,gu4K0D1L2NmCgcDAFWiSTl7iIiHfFLjCRv2WT4C3,,,Infra,3/31/2022,mkjoNr,,,,,Closed,Z4wxaW08HYz2V8dq5O9m0APUnGF1b3CpIxYLon0h,0,CVE-2023-4863,KJ8RrZdYwF,task18075,4/18/2022,9/30/2021,4/18/2022,asset0579
11/24/2021,D714CE60,,Very High,0,,,No,,,,11/26/2023,z5dYfDFqXcxr9MXEMJ04jzCV6x0MUWR1qStTn00w,,,Infra,9/23/2022,19kUKQ,,,,,Closed,9W7GlBxc5nzy9plGcpnIJUtEVsaS4qCmmz2hxG2I,1,CVE-2018-1270,rrUmAgdgwk,task17225,5/18/2023,11/24/2021,5/18/2023,asset0778
9/10/2020,FF4A9BC6,,Very High,0,,,No,,,,10/7/2023,9eUELXgYAo1KsQLpSZvnfkQ49l28DTHB4c3PsPtG,,,Infra,9/8/2023,YpzNBf,,,,,Under Investigation,ZNylfG5Gajq9Z9c7NKbmtjN2WF50g9heWSBzabNP,0,No-CVE,NutXsnqzfU,task17173,9/11/2023,9/10/2020,,asset0968
4/12/2018,8C5E6370,,High,0,,,No,,,,4/1/2023,2lffPGfJToB9h4GAoVxYy0YDQBVZufm4T13EcBXI,,,Infra,8/14/2022,mao0qi,,,,,Closed,gEQw2wKXYrIcM7JNmTYNnqpyx8Am4fGUUGdvsZa8,0,CVE-2022-42889,ZaQkMMufYS,task17742,12/21/2022,4/12/2018,12/21/2022,asset0507
3/15/2019,04E2C272,,High,0,,,Yes,,,,10/16/2021,d9b9fouVE4GWAImh1al9M6jVUewpNilc514Zve6V,,,Infra,8/26/2019,B1YVCI,,,,,Closed,Qj74Z9cPtowArnnqdcEiqbMSOx7QwCjcGqdDpCX1,0,CVE-2022-42889,KmmW73pu5H,task17429,9/4/2020,3/15/2019,9/4/2020,asset0673
1/2/2023,3CFA2CE1,,High,0,,,No,,,,9/15/2023,kb4HgQQZgX6NzwfPubAzJJBigA7Xia2SWLouqj6b,,,Infra,6/8/2023,dUWWtF,,,,,Closed,S4WKDI1P3Mgbotyc2gm45HnuPnkrSrbWpJBDQYYg,1,CVE-2019-17571,G9iCqSuwLe,task15448,7/1/2023,1/2/2023,7/1/2023,asset0182
6/3/2022,CD27E809,F8B2E5,Emergency,0,,,No,,,,11/12/2022,0r1y7T1LPfybtHHawGW3GbbXINMVPd8yXNXbOZ4g,,Major Version Upgrade,Infra,8/18/2022,beqHIF,,,,,Open,Fy5yIvywb1sogEVcE9b2TWZZCjjppjhJU4McCB7n,0,CVE-2023-44487,AyhKv5GLly,task19720,9/26/2022,6/3/2022,,asset0329
7/3/2019,01327EC3,,Critiacal,0,,,No,,,,3/11/2020,XFRsaHeLXgX3CiNKFBPaBQD6gh6NyUJg157XBSLV,,,Infra,1/12/2020,sd5JWg,,,,,Open,wxjAcQb1jO3YAe18ltzEaBgbIUHV5sjmR5uue5yj,1,CVE-2023-44487,CI1ckZ4hsW,task15110,2/20/2020,7/3/2019,,asset0931
4/11/2022,B58A66C5,,Emergency,0,,,No,,,,1/5/2023,7SD0ZR3wUqjx6C4fStMDIHZt1pFYXfhpMwdxxklT,,,Infra,6/18/2022,EWlxTy,,,,,Closed,Me2yxuZKyAZdZFPkUxabDQGOOHCcrHAOc4oDDn6H,2,CVE-20163427,CdPjvgCMkc,task17463,8/26/2022,4/11/2022,8/26/2022,asset0797
5/31/2023,5A5536C8,,Very High,0,,,No,,,,7/28/2023,BI7BvnLkT732UWzT6XNO5SQXCM80r6p1jXhVzpVy,,,Infra,7/23/2023,v1kkJG,,,,,In Remediation,aY0Vz8ZasEy4dgwPsi75JiW2vvrFYGdb0rB0WsPK,1,No-CVE,flEBgiwb8h,task19346,7/24/2023,5/31/2023,,asset0731
10/8/2021,A9DE8A21,,High,0,,,No,,,,1/24/2022,tEyLLWXjbPKtK9MBfxRGERvBOuEoN2P0V1NP6FhU,,Removal of software,AppSec Assessment,10/19/2021,zN1B5x,,,,,Closed,gVadsazmMhjJwSkf0HRltXpNo7uUDHuaS9rm8nfG,0,CVE-20163427,tKNB08fRn3,task15215,10/20/2021,10/8/2021,10/20/2021,asset0068
9/2/2020,B941B352,,Emergency,0,,,No,,,,2/1/2022,WP37icYGz8UUxAGfsCMDSKhj9656gxGLysnqfr0j,,,Infra,5/12/2021,6YvtW6,,,,,Closed,W4z0p1s2LkOzFHOB1bNZKVJKxhD7yLk0tjtUd8j5,0,CVE-2018-1270,2jdM2qxPAQ,task15529,1/23/2022,9/2/2020,1/23/2022,asset0924
6/25/2022,58EEBCB5,,High,0,,,No,,,,7/11/2022,2ICOLYGTIEuKueVifjnAB69XjQjptePwqS2qINmf,,Major Version Upgrade,Infra,7/1/2022,X7eU1y,,,,,Resolved,GhpNeupUudi3Qt6tSZdryKOJzhT9RUj5VB6hOZvY,0,No-CVE,NfpCDL0zGb,task18277,7/3/2022,6/25/2022,,asset0313
2/14/2019,4DA9276C,,High,0,,,Yes,,,,12/11/2023,R4Dmz748MesgjnGPxxekwIQbxpLNzg4ucib1uuzf,,,AppSec Assessment,12/3/2022,He3IDM,,,,,Closed,MymS2DVLaqjThI9PeZh54Igo2H49sanAlxYNGjNg,0,No-CVE,8X95MZYw3i,task17665,1/26/2023,2/14/2019,1/26/2023,asset0243
2/2/2023,67FE06B2,,Very High,0,,,Yes,,,,4/9/2023,jMuYK1veaScOJFEDlUFAf0qmRpvw3kfOiGKKW0Zo,,Patching,Infra,2/16/2023,WZG1W4,,,,,Open,Ne2olHX0tGZhOqcjUt2IJnjMOfDaKoJ53NWnabXF,0,No-CVE,vydxuX0Lux,task15098,3/12/2023,2/2/2023,,asset0906
6/17/2021,4129D207,,High,0,,,Yes,,,,1/1/2024,7tlucTDhAv84I53jxGKms6eglbb8Hw2MK6VeepyB,,Patching,AppSec Scan,10/29/2023,oj4ORt,,,,,Closed,Gsf3RdSPvRpvhzrBWmeM1viHPwFpEY6oiHZXKFDp,0,CVE-2023-44487,wBOw7diimO,task16238,11/2/2023,6/17/2021,11/2/2023,asset0775
11/16/2021,E236A5FE,,Emergency,0,,,No,,,,2/14/2022,5jgp6GXjdvFPbXEjCelGCaaywtuJczPUPTAYtNkU,,Patching,Infra,1/24/2022,GydhCP,,,,,Open,IQugOuNWCLJYD9lAWbXrcIyf23zuIFv0D8Enkm8d,1,CVE-2022-42889,y90vltofn7,task16479,1/29/2022,11/16/2021,,asset0359
1/14/2021,2DF79207,,High,0,,,No,,,,11/20/2023,CClSNPvO9mvDTr98wApb3CRdqZVHYHYA2jK6Xez4,,,Infra,4/11/2021,yRwozu,,,,,Resolved,pfvsJ7gvf2t1LnBbOoN9URdm5QfaAVAE2I3nS43X,0,CVE-2021-44228,c2T0X3skwD,task17633,5/12/2023,1/14/2021,,asset0162
3/9/2019,CAE21D96,,Emergency,0,,,No,,,,3/31/2023,obPasJ0BHyLpuRJqQgnLMDNUfN1jVdlbchEiJt7X,,Removal of software,Infra,4/19/2022,joOXUX,,,,,In Remediation,2ZLcJBATk93CESKMjOpSZD8ppf4z5fzzFJjS6LTS,0,No-CVE,fgvRW0z5FW,task16923,6/1/2022,3/9/2019,,asset0851
10/9/2023,A21BB70B,,Critiacal,0,,,No,,,,12/30/2023,VFZCkj8mTdk9ZPV4ANK66AnQMfXkKn6dfd6Z8zSJ,,Removal of software,Infra,10/21/2023,i6E9qh,,,,,Closed,JhjrzDqH3qiDGSZS6WwgmfdIRaNwWznjhV4dL7hC,0,CVE-2021-44228,LmcJOtp5vX,task16458,11/9/2023,10/9/2023,11/9/2023,asset0078
9/4/2022,301C2981,,High,0,,,No,,,,9/10/2023,1k8OSjcgpDVo9PJ8gSaqk0oI38rmjJvrBgOYJLkg,,,AppSec Scan,9/11/2022,HJPGuj,,,,,Closed,9uhCqI5bjK8anTYJtOB7i6fgtn0mQMUI7ZUQ9FMn,0,CVE-2023-4863,tzyPqZfNdF,task18598,12/1/2022,9/4/2022,12/1/2022,asset0688
6/27/2020,D5816BEA,,Very High,0,,,No,,,,12/15/2022,iuyrXVJ8TZhwyU8NKKbr5N1Z11LzzQD6hdwzXs3d,,,Infra,2/27/2021,eZ13FQ,,,,,Under Investigation,MQABVe62QIInK2FqPjuj18Sp7aZNPXhlkLykhSvG,1,No-CVE,5ilhcagF8V,task15568,5/31/2022,6/27/2020,,asset0702
12/26/2018,8561DD4A,,Emergency,0,,,No,,,,10/20/2023,SSoW5WlqIPDfnPDWW1kySZpPe2FoLKGCZqdx0LnI,,,Infra,11/28/2019,KUOFuP,,,,,In Remediation,ExObOqpCahxmssHcMrVvHAuo5cBRmGilSrtyE41q,0,No-CVE,H4CeAKSVHp,task16946,11/4/2022,12/26/2018,,asset0036
3/14/2021,DD6450A9,,Emergency,0,,,No,,,,3/22/2021,Wk8DmFYMmoqGVDgH0D0PZIekbUFttdvkfn8tHZ3U,,,AppSec Scan,3/17/2021,RYOPG3,,,,,Closed,CJmtYLCg6uFbsIPmeoUeKHlwADtB82HD0Z0MU8xx,0,No-CVE,XV4xHi0uJG,task15741,3/19/2021,3/14/2021,3/19/2021,asset0761
10/15/2021,43AAD2E3,,High,0,,,No,,,,8/14/2023,ta0TiHYVYHA1IAT6nENFQCPdjAutAxK2fP1tQ0Zl,,Patching,Infra,8/7/2022,tTrk9r,,,,,Open,uZiH2mfaWAYbypHqcypieXF6pbE1shig0GjB3pxb,0,CVE-2023-4863,73xK78ir2z,task19509,10/13/2022,10/15/2021,,asset0460
10/10/2018,B681D0CB,,High,0,,,No,,,,9/15/2021,hu2rwsoEYnpzgZdr93EVucbb8EywbhUWRKyhcYMo,,,Infra,5/18/2019,PqeWiM,,,,,In Remediation,A4qd4Lnn3qIbGqKkbIwhJwby1PC6nc0tiZDdAKsd,0,No-CVE,H8rwrWtwlX,task19524,8/10/2020,10/10/2018,,asset0731
12/15/2018,9CCA5E52,,High,0,,,No,,gGtTuKK4DQooziKQebaR6mzjkASkR4mRadrA3hCZQkUh7XtbA7eQzwmUQftgrcKcu9JnHwJCgt0QrxEVBjgNimY5y1Pp9w1vmERw,,2/24/2023,1nlrlUcnBiM4gbQqFrdJqkB5DxmrVjCa8tnXdbAM,,Major Version Upgrade,AppSec Scan,3/24/2022,DoP2zs,,,,,Closed,nYzZMrNMiTPTIIT8lhAtjvghQCs1uteqtMdcrImd,0,CVE-2019-17571,grJwExE5WZ,task15913,6/10/2022,12/15/2018,6/10/2022,asset0835
4/21/2021,EE89CDA6,,Very High,0,,,No,,,,10/16/2023,INEpg4H8opNqg6N8UfPa2KwupcU3xqLKSeW43pRz,,,Infra,12/18/2022,flhqcb,,,,,Closed,nJAeEgRUDsNSCPp0FEmPs9TRiNh55JV4Snu6LlyY,0,No-CVE,tHkbF3PxDq,task17270,3/21/2023,4/21/2021,3/21/2023,asset0898
5/5/2018,DA85C4B3,,High,0,,,No,,,,7/1/2023,uPevarAf5DqCtLOvd9wwMFfXQnFjy8PNKTAdUI74,,,Infra,7/11/2018,Hla0wp,,,,,Closed,TGNixB3PbhDGO0d8e0kH1fea9llC2GxwuBbANjzN,0,CVE-2019-17571,ryozF4TzEY,task18332,4/8/2021,5/5/2018,4/8/2021,asset0854
10/7/2022,4A9AA4D6,,Very High,0,,,No,,,,2/12/2023,B797TkrAPTdSHncRNCve2HwwQbEdw2Lac0XzQR4q,,,Infra,1/20/2023,zFmCnb,,,,,Closed,UIsZ040Yi3nD5Q6QodcLyjUFKTCu3J6JeTcl3nE8,0,CVE-2023-44487,0L13CJEraG,task17551,1/21/2023,10/7/2022,1/21/2023,asset0281
5/22/2023,02A5E57F,,High,0,,,No,,,,11/13/2023,uBffY7Grfrgh8YyZubp38woIbpDrSIHXO5BI2sLI,,,Infra,8/19/2023,afBllT,,,,,Closed,qwPang6tosU8Duzh6uvghWZDPT2eVnSCyWuxkDe9,0,CVE-2023-4863,bJRUIUeO3L,task15496,10/28/2023,5/22/2023,10/28/2023,asset0028
8/3/2023,A8BF685F,,Very High,0,,,No,,,,9/12/2023,gMg4rps1MbwDG7Yc7K8UJz06Vu9erTKtinCDGFxO,,Major Version Upgrade,Infra,8/15/2023,5ffR0l,,,,,Open,eEpAUv1UZAK7P8mTGwwgrIEOfNyHNajP6Iicqm3k,0,No-CVE,HhFqUZuaLZ,task18184,8/19/2023,8/3/2023,,asset0237
8/14/2021,18749C50,DC6C48,High,0,,,No,,,,8/23/2022,uA59sLFYb88EltwwMwjFRqVY3AmIGXkUXjJ3tM9M,,Major Version Upgrade,Infra,3/1/2022,pJTVOs,,,,,Resolved,b020OQ45DZlxQrEklOCbJzZJdlZca0J1f3ikbk6V,0,CVE-2021-44228,bwRHBRDpse,task15763,3/5/2022,8/14/2021,,asset0621
8/12/2022,771C0C91,,Emergency,0,,,No,,,,4/26/2023,ZOdcDzQWUTfAv2oI4VOvbX3IbcutrynJDOuOqGMs,,Removal of software,Infra,2/6/2023,XfWmLh,,,,,Closed,6gzkQ511woXUcvm4HAZKUjyBYtGEdqc6dd9eGQRq,0,CVE-2023-4863,QJpvzsoxyo,task16301,3/2/2023,8/12/2022,3/2/2023,asset0981
2/7/2018,A15914FD,,Emergency,0,,,No,,,,8/1/2023,POboeFQC4v2rYeaQhUvFqsmGCGnNH8zH74HGQ3Mf,,,Infra,5/18/2023,9w1QuH,,,,,Closed,6C7b7ZNOOXgylIxRRtJHhyjkqqB26qfWeIlj0wp9,2,No-CVE,cxRF9S8Dde,task17930,7/15/2023,2/7/2018,7/15/2023,asset0470
3/26/2018,8B785724,,Critiacal,0,,,No,,,,4/12/2018,wucZc6FxuoRNTYzkCcVLaCCpF3sT3tEwLhMzWEzs,,,AppSec Scan,3/27/2018,0Yv7wg,,,,,Open,bn2WKn2BGPYMHHLlhBbgj47sFRy3WnBfl0H2wiM0,1,No-CVE,vVEi6c23yS,task16949,3/27/2018,3/26/2018,,asset0263
8/29/2020,19337D44,,Very High,0,,,No,,,,3/2/2023,KWWOzrwMSyugt3GEKwEg255cho6weyA3b0TpA5dT,,,Infra,4/29/2022,kPwPIm,,,,,Open,6ECEQUbposmNYohMp5ZTlwVGTKdWeZK51fflTpT1,2,CVE-2018-1270,E5WGpjHY12,task15605,6/11/2022,8/29/2020,,asset0176
10/11/2018,AD163668,,Very High,0,,,No,,,,9/2/2023,QNjneNWvXLrTyxHOmkfAWFyNoubvgcQr9njbSIqP,,,Infra,9/5/2020,gCZzhi,,,,,Closed,vFY59KANFagTClCi4rdxq372fdWEyNuT1UPE8Zx1,0,CVE-2019-17571,qSpv3tRcIA,task18074,6/18/2022,10/11/2018,6/18/2022,asset0301
8/18/2022,C1965158,,Critiacal,0,,Submitted,No,,,,1/18/2023,59cytPtKLsYI5V7TvwrB09TdmEBKOTZmWWhkkbo3,,,Infra,10/28/2022,oytT56,,,,,Open,EYgvvaZX8bkF4jqGV0sIu40pSs0ZiFNZud6E4SCT,0,No-CVE,vcLurWcI0m,task19390,1/7/2023,8/18/2022,,asset0992
6/18/2019,F06BEB02,,High,0,,,No,,,,7/30/2023,8XxcRaEYe7PR1nXmAo0NbHt6vwu6BBGW8mDrYV3w,,,Infra,10/4/2021,vWuIgQ,,,,,Closed,BDD2i6p3aO0ReqMXw9K3at945hHXHj3tOhjCasxL,0,CVE-20163427,useMj2Firv,task17787,6/11/2023,6/18/2019,6/11/2023,asset0354
2/20/2021,CEFB833B,,Very High,0,,,No,,,,11/8/2021,lkyVrV6uphgKODdplbj7wr45Zb7y7WqeeTUorn7F,,Major Version Upgrade,AppSec Scan,6/9/2021,yM16Fw,,,,,Closed,NgUecImbx3CxQGLfKTLyIc4mffCXRxLvMZ53biGn,0,No-CVE,9f4gKt4d3S,task16191,10/2/2021,2/20/2021,10/2/2021,asset0955
10/6/2019,2D3E60D1,,High,0,,,Yes,,,,4/24/2020,GgiivudCS2xQFCb5WneII8U6j165GhLcC6YIVk4l,,,Infra,12/28/2019,JYN2z5,,,,,Closed,R0pgwdiJSYdga5njpEAjd47NnKzq417pFZpy0miy,0,No-CVE,bLkXYiZ7TT,task15911,1/27/2020,10/6/2019,1/27/2020,asset0794
5/19/2021,432A78D4,,Very High,0,,,No,,,,10/6/2023,uvaaQ71dT5mr1JLkupE2L36snn7cOG4K1xNbLKze,,,Infra,6/14/2023,5cliji,,,,,Resolved,oCg7WZpxEw6MKmEYrXABih0b1Bxm6Esq5g13Nwaf,0,CVE-2023-4863,E1kEyO6rtc,task16178,10/3/2023,5/19/2021,,asset0601
10/23/2022,FC35E562,,High,0,,,No,,,,10/16/2023,GlCySCbuAhmCEhotlXstbn5ivZokIiNxKz4CMtGK,,,Infra,3/20/2023,kDO2zg,,,,,Under Investigation,UhSRK3MgFaAzbNO2Qt7x3w0HRbx7VhjNk0fZHxx0,2,No-CVE,wKmsiOpsAs,task19030,6/22/2023,10/23/2022,,asset0075
5/9/2020,5F32966D,,High,0,,,No,,,,1/26/2023,ZbhPBUPNd9WdjScoOAOf7oHybwS3oA6ZcjbrIbNi,,Removal of software,Infra,10/13/2021,rLyzfM,,,,,In Remediation,11WG6Sqzrvwo4EibvkfNKbrohT5rVGKgZ0WrKC3S,2,No-CVE,KSsSTG2wbc,task16975,12/7/2022,5/9/2020,,asset0726
5/25/2023,2FD66DF3,,Very High,0,,,No,,,,9/27/2023,E4iV1UptUiyDuzWEvQtxGXZDyC6zLsRungSIJfVF,,,Infra,9/22/2023,PMmHjn,,,,,Closed,9z1x5eOzW9XtlMm7lWC8xL8iIlGVtCWp5MVbW3y7,2,CVE-20163427,BmRVPAzwmU,task15460,9/25/2023,5/25/2023,9/25/2023,asset0219
11/20/2019,E554770E,,High,0,,,Yes,,,,10/14/2020,eUswa9rnuV898fHygRWtGlKfuH9kC2WtLBp6eLhv,,,Infra,6/18/2020,tNuPkv,,,,,Open,V33FV4zeCs0Pq29AODu7bhUdjQUEPynhq5mcKMP9,0,CVE-2023-44487,uGFe1C6Bzt,task17853,9/19/2020,11/20/2019,,asset0884
8/15/2022,071B9DB0,,Very High,0,,,No,,,,12/31/2022,dqAUlRGMr9QZFW6BjnpafeGQX87QWZyRFGCppGC2,,Major Version Upgrade,AppSec Assessment,8/19/2022,7C896j,,,,,Under Investigation,2Fc3dbg4IXJR8dcVfacaPxJOyoUBkGgrryf8ZjeA,0,CVE-2023-4863,XWhxVDoWxe,task18755,9/16/2022,8/15/2022,,asset0894
7/9/2019,696072A0,,Critiacal,0,,,No,,,,8/7/2019,zzWQkNYNWGWLg38XSucReXYSBMNRYulelkFZKGNQ,,Patching,Infra,7/19/2019,qdz7xD,,,,,Closed,lb4A2UabVtB4dDahATYX0w4NGlmu3Bq9D7tq6Y7E,0,CVE-2018-1270,ESuK5yt3Cg,task19558,8/5/2019,7/9/2019,8/5/2019,asset0380
8/21/2019,A4A2DD13,,Emergency,0,,,No,,,,5/22/2022,RCQEHNMJYlcDL4q6qJctNX8PHZk2Y0bu6UG4jzzo,,,Infra,1/14/2020,UMftsH,,,,,Closed,Pb0EhoKe9sKOKWXqQ7fSQtZOY7QCsY2P6FUndvsc,0,CVE-20163427,pOZGLLqbqs,task15126,11/23/2020,8/21/2019,11/23/2020,asset0035
3/16/2023,C666EFE1,,Emergency,0,,,No,,,,11/1/2023,sGmJIIGnmf5AxyY9bg5iGn5L9Xjamd9oTQQg6QyK,,,Infra,8/13/2023,5VerJ6,,,,,Closed,0yv0Zr0pZi2DizeHS3BKdw5EKTBhNW2OOQskGbo8,0,CVE-20163427,Z4pSzHg6tK,task19085,8/18/2023,3/16/2023,8/18/2023,asset0781
3/6/2019,3E349833,,Critiacal,0,,,No,,,,5/5/2021,WNF4sKdIG7NUqr3UHUDoddxV0jla1fvW8lBZCRsa,,,AppSec Assessment,2/3/2021,tSGsbo,,,,,In Remediation,V8ABqK4vLu9DWfvSbQNgSFo6UqkNiN2sbq87UuuX,0,No-CVE,0EJQosBxLQ,task18818,4/10/2021,3/6/2019,,asset0283
2/25/2020,9C662843,,High,0,,,No,,,,4/5/2022,LuztayKCciJBGxranwzGCQqOfqBi3pU7qYr18J77,,Patching,Infra,7/4/2021,26WTX7,,,,,Resolved,GD1LdYzw1ZnQPtp8jFczyc5MH78nUyerJbHOBMv6,0,CVE-2019-17571,JHDNGG0mmy,task15277,10/30/2021,2/25/2020,,asset0916
10/10/2018,B79C5B91,,Very High,0,,,No,,,,6/29/2021,t1gs0tVEWxCgXYUF9lvsZ5CmsT0kuJcv5Z4XYvRb,,Patching,Infra,10/31/2020,bY8gTD,,,,,Under Investigation,bmb15npXC86Hjf0eic5bhFdWeFwsJjQBhCzW6W9C,2,CVE-2022-42889,Y3JobfDWOE,task15725,6/3/2021,10/10/2018,,asset0881
3/15/2023,25B76470,,High,0,,,No,,,,8/10/2023,cwEktrsF8WCKeUBCHFdVw2yNVmLwXOI2xkYYmK82,,Removal of software,Infra,5/25/2023,trVeY2,,,,,Resolved,ISh8HFXApu7BnDw4KR1j34NaUnIm6g9dfLifxwOU,0,No-CVE,SImssOByiD,task19185,7/17/2023,3/15/2023,,asset0570
2/12/2023,D57C3EFF,,Very High,0,,,No,,,,8/6/2023,OASBtAVcCLTV1LciwRIc7fUKHEIMGKsazXBrrR0g,,,AppSec Scan,5/19/2023,8t1jY1,,,,,Open,e4lpyvTGi1W7SE7Ut6P1c6GNfItGGVPPjupU3Quy,0,CVE-2022-42889,a7QMpBWGBU,task17196,7/19/2023,2/12/2023,,asset0802
10/20/2019,26656472,,Emergency,0,,,No,,,,9/19/2020,YDOxO6BH2c2sFAZY61HVr2MrDydcaYkQ5JTWDkiO,,Major Version Upgrade,Infra,7/25/2020,Qagzpi,,,,,Closed,poAsK6idqRLSJ7B2c9FIoyNKWXhV0BKMS212pqh4,0,No-CVE,d122FoXSo1,task18908,8/3/2020,10/20/2019,8/3/2020,asset0036
