uniq_id,retire_date,record,crit,bus_process,fcc_group_id,fcc_group,prot_type,db_bus_approver,db_tech_approver,app_platform,lto_one,lto_two,lto_three,lto_four,lto_five,model_asset,npi_type,data_cetner,recovery_group,shared_service,mant_all,mant_first,mant_fourth,mant_done,mant_none,mant_other,mant_secound,deplot_date,asset_id,asset_status,asset_type,bhs_classifcation,bhs_rationale,bhisomess_facing,confidental_info,cots_product,critcal_facing,crown_jewel,version,goverance_rating,desc,maint_desc,eu_path,expected_yr,expeced_qtr,exteranl_facing,hamp,info_class,is_platform,l1_grp,l1.5_grp,l2_grp,l3_grp,locatal_resiliance,location,mait_days,mait_frq,mait_time,confidental_npi,other_lang,passing_data,platform_type,primary_language,production_date,recover_cap,recover_rpo,recover_cap_rtc,recover_time_hours,retirement_start,retirement_target,shared_system,software_name,sox_relevane,tech_prot,maint_thrid,vender_name,bus_capability,aws_version,cloud_date,asset_rate,data_id,research_asset,vender_name_other,sox_date,business_id,retirement_start,business_justification,recovery_proprty,critiacal_cyber,cloud_only,prem_only,enterprise_bu,lowest_rpo,lowest_rto,data_approch,subrec
id000759,8/1/2023,,Low,,166E9299Z58978ZP,953G6050R64318AT,,660I3009C35704SI,689A7622F96122XO,IBM,,,,1/17/2019,,No,No,,Group 2,Critiical Shared Service,,,,12:00 AM,FALSE,FALSE,TRUE,3/6/2018,asset0759,Deployed,Application,Sell,Set to be retired,Yes,No,No,Yes,No,8.00,Low,HY22,DN87,\\path\assets\asset0759,,,Yes,Yes,Confidential-Highly-Restricted,False ,SI29,UB18,KH32,RJ61,Urbon A,Physically Hosted,Saturday,Weekly,5:00 AM,Yes,,No,,Java,5/19/2021,,50,,48,,,True,715A5009R37408EK,Yes,End User Support,Fasle,,Disclosure Management,,,,,,,,,,,,,,,,,,,
id000760,3/26/2019,,Low,,153M8933E43889JI,139Q7064W78752PI,,174Z3570E96776PN,619C7413H91207BT,Linux,,,,3/30/2018,,No,Yes,Urbana A,Group 3,Shared Service Direct,,,,,TRUE,TRUE,TRUE,4/15/2020,asset0760,Deployed,Exteranl Data,Hold to Kepp,Under Use,No,Yes,No,No,No,9.00,High,HS12,CU73,\\path\assets\asset0760,,,No,No,Confidential-Restricted,False ,YT77,DR32,TD68,XE69,RTP,Physically Hosted,Saturday,Bi-monthly,5:00 AM,Yes,Javascript,No,,SQL,1/20/2023,,24,,48,,,Fasle,994R4940S16440LI,Yes,Technology Services,Fasle,,Risk Management,Unknoen,,,,,,,,,,,,,,,,,,
id000761,1/3/2019,,Medium,,796U4346C33591XH,630E2802C27282YC,,231O8059U97762UV,436Q1468T46233YM,Wintel Server,,,,1/26/2019,,No,No,Urbana A,Group 0,Critiical Shared Service,,,,12:00 AM,FALSE,TRUE,FALSE,1/6/2018,asset0761,Retired,Utiltiy,Hold to Kepp,Under Use,Yes,No,No,No,No,8.00,High,YY62,TW16,\\path\assets\asset0761,,,Yes,Yes,Confidential-Internal-Distribition,False ,BF11,KG46,PC45,SF44,,Physically Hosted,Friday-Monday,Weekly,5:00 AM,No,,No,,VB,7/2/2019,,24:00:00,,241,,,Fasle,885L1832Z53331UQ,No,End User Support,Fasle,,Loss Mitigation Management,Unknoen,,,,,,,,,,,,,,,,,,
id000762,9/22/2022,,Medium,,959G9103X87294NS,588C2483W17683QN,,138O8413A48040AS,986D3719S98578YB,Wintel Server,,,,10/12/2021,,Yes,No,,Group 1,Shared Service Direct,,,,5:00 PM,TRUE,TRUE,TRUE,3/31/2019,asset0762,Deployed,Exteranl Data,Sell,Set to be retired,No,Yes,No,Yes,No,8.00,High,XU80,YK89,\\path\assets\asset0762,,,No,Yes,Confidential-Highly-Restricted,False ,HH50,XH19,UP56,DH13,Out of Region,,Friday,,,No,Javascript,Yes,,MS Acess,10/18/2022,,24:00:00,,48,,,True,980V8554N31175CS,No,M&A,Fasle,,Loss Mitigation Management,Unknoen,,,,,,,,,,,,,,,,,,
id000763,5/4/2020,,Medium,,996X4843W38871WQ,853V8475G15820NV,,871W5057G44841FA,930G5558F71849DP,IBM,,,,8/11/2022,,Yes,No,Urbana A,Group 2,Critiical Shared Service,,,,,TRUE,FALSE,FALSE,11/17/2022,asset0763,Deployed,Exteranl Data,Hold to Kepp,Under Use,No,No,No,Yes,Yes,9.00,Medium,TD59,UO42,\\path\assets\asset0763,,,Yes,Yes,Confidential-Internal-Distribition,False ,GT80,EO27,YE88,MG73,,Physically Hosted,Friday-Monday,,,No,MS Sharepoint,No,,MS Acess,2/16/2022,,50,,96,,,Fasle,821J7256A89337TP,Yes,Enterprise Data,Fasle,,Loss Mitigation Management,Unknoen,,,,,,,,,,,,,,,,,,
id000764,4/16/2022,,Low,,784D6595H73662BR,980M7691A88984DF,,218V9885X58267NA,977W7802D82827FN,IBM,,,,9/30/2024,,No,Yes,Urbana A,Group 1,Critiical Shared Service,,,,12:00 AM,TRUE,FALSE,TRUE,6/14/2020,asset0764,Deployed,Application,Sell,Set to be retired,No,No,Yes,Yes,No,7.00,Low,WT75,YB35,\\path\assets\asset0764,,,Yes,Yes,Confidential-Highly-Restricted,False ,JH16,AB37,FT27,CJ28,RTP,Physically Hosted,Saturday,Monthly,5:00 AM,Yes,Javascript,No,,Java,8/23/2019,,120:00:00,,121,,,True,665D2927I95107PV,Yes,Credit Loss Mgt,Fasle,,,,,,,,,,,,,,,,,,,,,
id000765,7/14/2021,,Medium,,725A2245W96511CT,365U6213Y12540HT,,553A5350C39156RK,707B4943I72560MF,Unix/Solaris,,,,11/21/2018,,No,Yes,Urbana A,Group 3,Critiical Shared Service,,,,,FALSE,TRUE,TRUE,11/16/2019,asset0765,Deployed,Exteranl Data,Sell,Set to be retired,Yes,Yes,Yes,No,No,8.00,Medium,DJ31,KJ70,\\path\assets\asset0765,,,No,No,Confidential-Highly-Restricted,False ,IQ33,OD17,LO43,XR79,RTP,,Friday,,,Yes,Javascript,Yes,,SQL,11/28/2022,,50:00:00,,48,,,True,733A2799M55907VD,No,Infrastucture,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000766,3/6/2020,,Medium,,145F2154Z13873OW,756J1458P81920DX,,241Z5783P78699UA,634X8138E36197MU,Wintel Desktop,,,,8/21/2021,,Yes,No,Urbana A,Group 1,Shared Service Direct,,,,,TRUE,FALSE,TRUE,1/11/2023,asset0766,Deployed,EUC,Hold to Kepp,Under Use,No,No,No,No,No,9.00,High,KI10,IM18,\\path\assets\asset0766,,,Yes,Yes,Confidential-Restricted,False ,TG18,OJ55,VG98,CG85,Urbon B,,Sunday,Bi-monthly,12:00 AM,No,,Yes,,SAS,8/27/2018,,24,,75,,,Fasle,841S3416G78619YQ,Yes,SF Analytics,Fasle,,,,,,,,,,,,,,,,,,,,,
id000767,4/6/2020,,Low,,247B9312E52079FV,368M6710S99271MW,,715F1671W16519CX,753Q8936R11234NA,Wintel Desktop,,,,10/15/2021,,Yes,No,,Group 0,Critiical Shared Service,,,,12:00 AM,FALSE,FALSE,FALSE,2/1/2022,asset0767,Deployed,Utiltiy,Hold to Kepp,Under Use,No,Yes,Yes,Yes,Yes,9.00,Medium,FD13,YY29,\\path\assets\asset0767,,,No,Yes,Confidential-Restricted,False ,VR40,YF41,SQ53,NN66,Urbon A,Physically Hosted,Saturday-Sunday,Monthly,8:00 PM,Yes,Javascript,Yes,,Javascript,7/18/2023,,48,,241,,,True,220E7669H87046ZT,No,Credit Loss Mgt,Fasle,,,,,,,,,,,,,,,,,,,,,
id000768,6/26/2019,,Medium,,872M1476X24327SE,338V8065U78086EK,,719N7759R45612DO,835X4120K69743CJ,Unix/Solaris,,,,3/31/2023,,No,Yes,Urbana A,Group 3,Critiical Shared Service,,,,12:00 AM,TRUE,TRUE,TRUE,7/2/2019,asset0768,Retired,EUC,Sell,Set to be retired,No,No,Yes,No,No,7.00,Low,AD83,CW38,\\path\assets\asset0768,,,Yes,Yes,Confidential-Restricted,False ,CO45,DU63,LH19,QD93,RTP,Physically Hosted,Saturday-Sunday,Weekly,9:00 PM,Yes,MS Sharepoint,No,,MS Acess,12/11/2020,,24,,250,,,True,688J7720A39776PU,No,SF Analytics,Fasle,,Loss Mitigation Management,,,,,,,,,,,,,,,,,,,
id000769,12/30/2020,,Medium,,185M4055M53559OW,154A2233B75366UT,,875Y9966P59388RI,384E1962X10868LB,Unix/Solaris,,,,11/5/2021,,Yes,No,,Group 1,,,,,5:00 PM,FALSE,TRUE,FALSE,3/1/2021,asset0769,Retired,Exteranl Data,Hold to Kepp,Under Use,No,Yes,No,No,Yes,9.00,Low,NQ44,EV30,\\path\assets\asset0769,,,Yes,No,Confidential-Highly-Restricted,False ,AN65,HX66,MH32,XN79,Out of Region,,Saturday,Bi-monthly,8:00 PM,Yes,Javascript,Yes,,Java,11/7/2020,,50:00:00,,241,,,Fasle,733E8860B91236HL,Yes,SF Analytics,Fasle,,Data & Information Management,,,,,,,,,,,,,,,,,,,
id000770,1/30/2021,,High,,372R6308D45302LT,110F1070W46241SF,,739C8990F78802OO,122S4918H62431OD,Wintel Desktop,,,,5/24/2020,,No,No,Urbana A,,,,,,12:00 AM,FALSE,TRUE,TRUE,1/27/2022,asset0770,Retired,EUC,Hold to Kepp,Under Use,No,No,No,Yes,No,8.00,Medium,SE40,VY70,\\path\assets\asset0770,,,No,No,Confidential-Internal-Distribition,False ,PD18,GG25,GJ47,PK83,Urbon B,,Friday,,,Yes,MS Excell,No,,,4/9/2019,,48,,96,,,Fasle,713K3319Y93685WR,Yes,Credit Loss Mgt,Fasle,,Data & Information Management,Unknoen,,,,,,,,,,,,,,,,,,
id000771,6/12/2022,,Medium,,580F4866K85229UQ,541B7215U21679IK,,254A6032W47301QL,968Z6337L45886OJ,Wintel Server,,,,3/2/2024,,No,No,,Group 0,Shared Service Direct,,,,,FALSE,FALSE,FALSE,9/7/2018,asset0771,Deployed,EUC,Sell,Set to be retired,No,No,Yes,Yes,No,9.00,Medium,UV41,PM80,\\path\assets\asset0771,,,No,No,Confidential-Highly-Restricted,False ,TN28,II47,SR22,ZS96,Urbon B,,Friday,,,No,MS Sharepoint,Yes,,Javascript,5/29/2023,,48,,241,,,True,522P5780E39112QA,No,Infrastucture,Fasle,,Data & Information Management,,,,,,,,,,,,,,,,,,,
id000772,5/27/2021,,High,,263L2710Q80120UA,881Q8834Q64079CY,,446I1141O67612GM,118B4564C32892YO,Wintel Desktop,,,,3/16/2023,,Yes,No,Urbana A,,,,,,12:00 AM,TRUE,TRUE,FALSE,10/1/2021,asset0772,Deployed,EUC,Hold to Kepp,Under Use,No,No,Yes,No,No,7.00,Low,TE78,RE94,\\path\assets\asset0772,,,Yes,No,Confidential-Internal-Distribition,False ,BP14,LB55,NU61,IQ71,,,Sunday,,,Yes,MS Sharepoint,Yes,,VB,6/9/2020,,24,,48,,,Fasle,629J9862G68723MW,No,Technology Services,Fasle,,Risk Management,,,,,,,,,,,,,,,,,,,
id000773,1/2/2023,,Medium,,420K7813G11771SU,926L1186H84576ET,,778J8595Q40613IS,365E1641O87665QO,Linux,,,,1/3/2018,,No,No,,Group 0,Shared Service Direct,,,,,TRUE,FALSE,FALSE,12/24/2023,asset0773,Retired,EUC,Sell,Set to be retired,Yes,Yes,No,No,No,9.00,High,QL16,SR23,\\path\assets\asset0773,,,No,No,Confidential-Internal-Distribition,False ,NT56,GS24,PU26,PX45,Urbon A,Physically Hosted,,Bi-monthly,9:00 PM,No,,Yes,,SAS,6/10/2023,,120:00:00,,96,,,Fasle,498Y1072O59666UR,Yes,M&A,Fasle,,Disclosure Management,,,,,,,,,,,,,,,,,,,
id000774,1/11/2018,,High,,709F7632N96851TA,558O6183N43018VX,,235D3801E95965RN,996U1901U56962IP,Wintel Server,,,,9/11/2018,,No,Yes,Urbana A,,,,,,12:00 AM,TRUE,FALSE,FALSE,5/25/2024,asset0774,Deployed,EUC,Sell,Set to be retired,Yes,Yes,Yes,No,No,7.00,High,LQ49,BL51,\\path\assets\asset0774,,,Yes,Yes,Confidential-Restricted,False ,YT49,DG62,IK79,AN66,,,Saturday,Bi-monthly,9:00 PM,Yes,XML,No,,VB,10/19/2018,,50,,241,,,Fasle,648L1193Z20859TR,No,Lender and Servicing Tech,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000775,3/22/2023,,Low,,695V3211V12688PW,539Z2321B61952TE,,464G3145M82839DI,167L9190E54937KD,Wintel Server,,,,5/4/2020,,No,Yes,,,Shared Service Direct,,,,5:00 PM,FALSE,FALSE,TRUE,3/1/2018,asset0775,Deployed,Application,Sell,Set to be retired,Yes,Yes,No,No,No,9.00,Medium,EQ39,BM96,\\path\assets\asset0775,,,No,Yes,Confidential-Highly-Restricted,False ,FM33,OU24,XD60,CI74,Urbon B,Physically Hosted,,,,No,XML,Yes,,MS Acess,3/21/2020,,50,,48,,,Fasle,486K7318N79055OA,No,Capital Markets,Fasle,,,,,,,,,,,,,,,,,,,,,
id000776,8/1/2021,,Medium,,440C5826X50829GV,584D6397B83973SD,,430G6647W11381MM,170M2411S19313BK,Unix/Solaris,,,,8/13/2021,,Yes,No,,Group 3,Shared Service Direct,,,,,FALSE,TRUE,TRUE,1/16/2018,asset0776,Retired,Utiltiy,Hold to Kepp,Under Use,No,No,Yes,No,Yes,7.00,Medium,ZM18,KY11,\\path\assets\asset0776,,,Yes,Yes,Confidential-Internal-Distribition,False ,AJ67,EF98,MO61,IP90,Urbon A,Physically Hosted,Sunday,Bi-monthly,12:00 AM,No,MS Sharepoint,Yes,,VB,3/23/2023,,24,,241,,,Fasle,870O2521V57254CQ,Yes,Credit Loss Mgt,Fasle,,Loss Mitigation Management,,,,,,,,,,,,,,,,,,,
id000777,11/29/2018,,Low,,964R4139O63051WM,914R4522T91331YG,,347R1849T19802KW,609F9274D98705OG,Unix/Solaris,,,,4/28/2018,,Yes,Yes,,Group 1,Shared Service Direct,,,,12:00 AM,FALSE,FALSE,FALSE,11/27/2018,asset0777,Deployed,Exteranl Data,Sell,Set to be retired,No,No,No,Yes,No,8.00,Medium,SJ99,MR67,\\path\assets\asset0777,,,No,No,Confidential-Internal-Distribition,False ,VX86,HW95,RW90,HG52,RTP,Physically Hosted,Saturday,Monthly,8:00 PM,No,MS Excell,No,,VB,5/13/2020,,50,,250,,,Fasle,173U9542I33852EK,Yes,M&A,Fasle,,Disclosure Management,Unknoen,,,,,,,,,,,,,,,,,,
id000778,11/21/2018,,Low,,758F7233J47917WJ,240N7044K54874YU,,232O1496P71976DO,269C5903W34511VE,Linux,,,,2/22/2022,,Yes,No,,Group 0,Critiical Shared Service,,,,,FALSE,FALSE,FALSE,1/26/2021,asset0778,Deployed,Exteranl Data,Sell,Set to be retired,No,No,No,No,Yes,8.00,High,LX64,MC66,\\path\assets\asset0778,,,No,Yes,Confidential-Highly-Restricted,False ,YX45,QM99,AQ48,IX74,Out of Region,,Saturday-Sunday,Weekly,5:00 AM,No,Javascript,Yes,,,4/21/2018,,48,,241,,,True,546Z1258L79829AP,Yes,Infrastucture,Fasle,,,,,,,,,,,,,,,,,,,,,
id000779,1/16/2024,,Low,,233G5847L35549BV,974J4740M86480LH,,740P9138H87565VN,231C4123H56093RB,Linux,,,,2/27/2024,,No,Yes,,Group 2,Shared Service Direct,,,,5:00 PM,FALSE,FALSE,TRUE,1/15/2022,asset0779,Deployed,EUC,Hold to Kepp,Under Use,No,No,Yes,Yes,Yes,7.00,High,UD22,WN96,\\path\assets\asset0779,,,Yes,No,Confidential-Highly-Restricted,False ,LX37,HY96,XQ59,EV94,,,Friday-Monday,Monthly,8:00 PM,No,XML,Yes,,MS Acess,7/12/2022,,24,,48,,,Fasle,230E5631V49982IF,Yes,Credit Loss Mgt,Fasle,,Disclosure Management,Unknoen,,,,,,,,,,,,,,,,,,
id000780,9/30/2019,,Medium,,287X5496A88262HV,369Q1799H95064BM,,369W3445G32378YE,373V6678P34857BL,Unix/Solaris,,,,2/8/2023,,No,Yes,Urbana A,Group 0,Shared Service Direct,,,,,FALSE,TRUE,FALSE,10/12/2018,asset0780,Deployed,Exteranl Data,Hold to Kepp,Under Use,No,No,Yes,No,No,7.00,Medium,DV48,OR93,\\path\assets\asset0780,,,No,No,Confidential-Internal-Distribition,False ,LN98,SW60,SL96,NI17,RTP,Physically Hosted,Friday-Monday,Weekly,8:00 PM,Yes,MS Sharepoint,No,,MS Acess,10/2/2021,,48,,250,,,True,723L4604I36295VO,No,Lender and Servicing Tech,Fasle,,Loss Mitigation Management,,,,,,,,,,,,,,,,,,,
id000781,4/30/2023,,High,,877Y9029S55417JV,545Y1661E92627WC,,618S5998U88122NH,471J2985F56066AY,Unix/Solaris,,,,10/13/2018,,No,Yes,,Group 2,,,,,,FALSE,FALSE,TRUE,7/22/2020,asset0781,Deployed,Utiltiy,Hold to Kepp,Under Use,Yes,Yes,Yes,Yes,No,9.00,Low,ER18,WM59,\\path\assets\asset0781,,,No,Yes,Confidential-Internal-Distribition,False ,BL57,VE76,JS83,SD87,Urbon B,Physically Hosted,Saturday-Sunday,Bi-monthly,5:00 AM,Yes,MS Excell,No,,Javascript,9/30/2021,,50,,96,,,True,837R5788C97015EN,No,Enterprise Data,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000782,1/16/2022,,High,,742Z7954T61635TU,762E6963Q94071JX,,792E1414V74604TF,183H4797C18512CS,IBM,,,,2/12/2020,,No,No,Urbana A,Group 0,,,,,,FALSE,TRUE,TRUE,5/27/2024,asset0782,Deployed,Exteranl Data,Sell,Set to be retired,No,No,Yes,No,No,8.00,Low,IB86,IJ88,\\path\assets\asset0782,,,No,Yes,Confidential-Highly-Restricted,False ,RM55,BX92,WH81,GS67,Out of Region,,Saturday,Bi-monthly,8:00 PM,No,MS Excell,No,,C,9/6/2023,,120:00:00,,96,,,True,735K6827L41075DO,Yes,SF Analytics,Fasle,,,,,,,,,,,,,,,,,,,,,
id000783,9/17/2022,,Medium,,241Y5455I91613PI,990Z6611C61328TI,,160J3106S87601FI,605S3546F58994TQ,Wintel Server,,,,2/15/2018,,No,No,,Group 1,,,,,5:00 PM,FALSE,FALSE,FALSE,5/22/2021,asset0783,Deployed,Exteranl Data,Sell,Set to be retired,No,Yes,Yes,No,Yes,7.00,High,QG14,JJ16,\\path\assets\asset0783,,,No,Yes,Confidential-Highly-Restricted,False ,RI88,CX98,DR62,HG85,Urbon A,,Friday-Monday,Monthly,5:00 AM,Yes,,Yes,,MS Acess,10/9/2023,,24:00:00,,250,,,Fasle,570K2862L85340ET,No,Credit Loss Mgt,Fasle,,Data & Information Management,Unknoen,,,,,,,,,,,,,,,,,,
id000784,4/2/2023,,High,,520U3668Y62501RZ,344F4763C40011WN,,813R9702W21092UQ,837U6715P26695JN,Wintel Desktop,,,,10/12/2024,,Yes,Yes,,Group 2,Shared Service Direct,,,,5:00 PM,TRUE,FALSE,FALSE,8/24/2022,asset0784,Deployed,Exteranl Data,Hold to Kepp,Under Use,No,Yes,No,Yes,No,8.00,Low,JM71,HK87,\\path\assets\asset0784,,,Yes,Yes,Confidential-Internal-Distribition,False ,DS31,LM85,OI25,AK59,Urbon A,Physically Hosted,,,,Yes,MS Sharepoint,Yes,,MS Acess,11/19/2018,,50,,241,,,True,896M2148P74864CQ,Yes,Lender and Servicing Tech,Fasle,,,,,,,,,,,,,,,,,,,,,
id000785,12/15/2023,,Low,,805U3697S15398HD,532F3520F72116BD,,957I7330S42219DO,711B6690K31989IS,IBM,,,,5/16/2020,,No,Yes,Urbana A,,Critiical Shared Service,,,,12:00 AM,TRUE,FALSE,FALSE,5/25/2022,asset0785,Deployed,Application,Sell,Set to be retired,No,No,Yes,Yes,No,7.00,High,AT61,JU75,\\path\assets\asset0785,,,No,No,Confidential-Internal-Distribition,False ,FL75,VO85,PY21,GW82,Out of Region,Physically Hosted,Saturday,,,No,MS Excell,No,,MS Acess,7/5/2023,,120:00:00,,96,,,True,592P5711O35407IA,No,Enterprise Data,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000786,5/10/2018,,Low,,427U7332B80350MB,528O9389P82720AX,,656X4260I60103MQ,473V7716O27588WA,IBM,,,,1/13/2023,,No,Yes,,Group 3,Shared Service Direct,,,,,FALSE,FALSE,FALSE,3/19/2021,asset0786,Retired,Exteranl Data,Hold to Kepp,Under Use,No,No,Yes,Yes,No,7.00,Medium,QM67,RC94,\\path\assets\asset0786,,,No,No,Confidential-Restricted,False ,YU73,BX18,HK61,IS87,RTP,Physically Hosted,Saturday-Sunday,Monthly,9:00 PM,No,XML,No,,VB,12/1/2022,,24,,250,,,True,272H4493E50432OG,Yes,Credit Loss Mgt,Fasle,,,Unknoen,,,,,,,,,,,,,,,,,,
id000787,10/29/2018,,High,,450V7472S17290PZ,869Q3865H43491FL,,119Y8128A33680ZB,128B3520Z37014WW,Wintel Desktop,,,,11/6/2018,,Yes,Yes,,Group 1,,,,,5:00 PM,FALSE,TRUE,TRUE,5/5/2019,asset0787,Retired,Application,Hold to Kepp,Under Use,No,Yes,Yes,No,Yes,9.00,Low,QO67,JF95,\\path\assets\asset0787,,,No,No,Confidential-Highly-Restricted,False ,EJ98,GS74,VL35,WV95,Urbon A,,Saturday,,,No,Javascript,No,,VB,1/23/2022,,50,,241,,,True,942E4503K71795SI,No,Enterprise Data,Fasle,,Technology Management,,,,,,,,,,,,,,,,,,,
id000788,1/1/2021,,Low,,529W1018M46543IW,903K8323T33243EM,,833R5369L59462DR,333T4472A44179FW,Wintel Desktop,,,,7/27/2019,,No,No,,Group 1,Shared Service Direct,,,,12:00 AM,FALSE,FALSE,TRUE,11/23/2023,asset0788,Retired,Application,Sell,Set to be retired,Yes,No,No,Yes,Yes,9.00,Low,NV58,UU43,\\path\assets\asset0788,,,Yes,No,Confidential-Restricted,False ,OE72,BD37,KE43,UM80,Urbon B,Physically Hosted,Saturday,Weekly,8:00 PM,No,MS Excell,No,,C,11/26/2022,,48,,96,,,Fasle,343I1052O15442TA,Yes,Technology Services,Fasle,,,,,,,,,,,,,,,,,,,,,
id000789,1/2/2022,,Low,,190E1116B24212YP,597D2317D94704VA,,475B4692I53004KZ,677R8185N48242AZ,Wintel Server,,,,3/5/2021,,No,Yes,,Group 1,,,,,5:00 PM,FALSE,TRUE,FALSE,6/12/2018,asset0789,Retired,Utiltiy,Sell,Set to be retired,No,Yes,No,Yes,No,9.00,Low,LW90,BN20,\\path\assets\asset0789,,,No,No,Confidential-Restricted,False ,AV61,HX45,IN88,TF62,RTP,,Saturday,Weekly,5:00 AM,Yes,XML,No,,Net,5/26/2022,,50:00:00,,121,,,Fasle,529N7571X48021KS,No,M&A,Fasle,,Data & Information Management,,,,,,,,,,,,,,,,,,,
id000790,11/15/2019,,Medium,,526F1832Q69730NC,594J5787M25441WC,,833Z7555H10334PA,273L5399T18207KZ,Unix/Solaris,,,,10/16/2023,,Yes,Yes,,Group 3,Critiical Shared Service,,,,,TRUE,TRUE,TRUE,12/22/2019,asset0790,Deployed,EUC,Hold to Kepp,Under Use,No,No,Yes,No,No,9.00,Medium,CO16,DO38,\\path\assets\asset0790,,,Yes,Yes,Confidential-Restricted,False ,IK39,WN67,UN28,QJ63,RTP,Physically Hosted,,Weekly,12:00 AM,No,MS Sharepoint,No,,,11/10/2018,,48,,121,,,True,617L8059Q83259WJ,No,Credit Loss Mgt,Fasle,,Data & Information Management,Unknoen,,,,,,,,,,,,,,,,,,
id000791,4/4/2022,,High,,989I7724W12901ZK,125Z1090Y39984GY,,101Z9921D98252WF,666N5910D15644WF,Unix/Solaris,,,,5/30/2021,,No,Yes,Urbana A,Group 2,Shared Service Direct,,,,5:00 PM,TRUE,TRUE,FALSE,7/20/2023,asset0791,Retired,Application,Sell,Set to be retired,Yes,No,No,Yes,No,9.00,Low,XR74,OT14,\\path\assets\asset0791,,,Yes,Yes,Confidential-Restricted,False ,VI63,BT36,EF43,SB58,Urbon A,,Friday-Monday,Bi-monthly,5:00 AM,Yes,XML,Yes,,VB,1/28/2018,,50:00:00,,96,,,Fasle,427R3579W67321CS,No,Other,Fasle,,,,,,,,,,,,,,,,,,,,,
id000792,8/17/2021,,Low,,465F1913R53724OG,711J5563E56823VC,,619B7572K85715JP,326S7393V53246MB,Unix/Solaris,,,,7/18/2020,,No,Yes,,Group 0,,,,,5:00 PM,FALSE,FALSE,TRUE,9/11/2019,asset0792,Deployed,Utiltiy,Hold to Kepp,Under Use,No,No,No,Yes,No,9.00,High,BK80,YK95,\\path\assets\asset0792,,,Yes,Yes,Confidential-Restricted,False ,IL14,HQ49,BN97,RF38,RTP,Physically Hosted,Friday-Monday,,,No,Javascript,Yes,,,9/18/2019,,120:00:00,,121,,,Fasle,381W7453D81899DN,Yes,Technology Services,Fasle,,,,,,,,,,,,,,,,,,,,,
id000793,10/28/2022,,Medium,,696T1260U41731FD,852J8438W87626ZC,,198P9470K10696QQ,544C1596V57270JY,Wintel Desktop,,,,3/2/2018,,No,Yes,,Group 3,Shared Service Direct,,,,5:00 PM,FALSE,TRUE,FALSE,10/26/2018,asset0793,Retired,EUC,Hold to Kepp,Under Use,Yes,Yes,Yes,Yes,No,7.00,Low,YE72,UE64,\\path\assets\asset0793,,,Yes,Yes,Confidential-Internal-Distribition,False ,JE21,UX24,VQ88,RI79,,,Saturday-Sunday,Bi-monthly,8:00 PM,No,XML,Yes,,SQL,9/1/2019,,24,,48,,,True,984Y9811D29996KX,No,Infrastucture,Fasle,,Data & Information Management,,,,,,,,,,,,,,,,,,,
id000794,9/22/2019,,Low,,175J7071N33553NC,854V9127K83373HF,,963N5550B96579KR,443B1121X80879ZK,Unix/Solaris,,,,5/29/2020,,No,Yes,,Group 2,Shared Service Direct,,,,5:00 PM,FALSE,TRUE,TRUE,12/20/2018,asset0794,Retired,Utiltiy,Sell,Set to be retired,Yes,No,No,Yes,Yes,8.00,Medium,QM72,PE31,\\path\assets\asset0794,,,No,No,Confidential-Internal-Distribition,False ,AL63,TK48,EL89,YI38,RTP,,Friday,Monthly,5:00 AM,No,,No,,Net,7/6/2020,,50:00:00,,121,,,True,219T6850D84261WN,No,Capital Markets,Fasle,,Loss Mitigation Management,,,,,,,,,,,,,,,,,,,
id000795,6/19/2020,,Medium,,544M1313M30390OQ,291P7622M47009QM,,945D3237Y94024RZ,885L5066W99435SW,Wintel Desktop,,,,9/16/2018,,No,No,,Group 1,Shared Service Direct,,,,5:00 PM,TRUE,TRUE,FALSE,1/10/2021,asset0795,Deployed,EUC,Sell,Set to be retired,Yes,Yes,No,No,Yes,8.00,Low,GT46,YJ58,\\path\assets\asset0795,,,No,No,Confidential-Internal-Distribition,False ,GF44,KN81,YC33,TQ79,,,Saturday,Bi-monthly,12:00 AM,No,MS Sharepoint,No,,C++,5/7/2020,,120:00:00,,121,,,True,412J9467Y64008MN,No,Other,Fasle,,,,,,,,,,,,,,,,,,,,,
id000796,11/26/2019,,Medium,,507P3467E60059LT,161R7700W54800WK,,288N2292B37696RP,114S9406M21182IZ,IBM,,,,1/6/2024,,No,Yes,Urbana A,Group 3,Critiical Shared Service,,,,12:00 AM,FALSE,TRUE,FALSE,2/18/2019,asset0796,Retired,Application,Hold to Kepp,Under Use,No,Yes,Yes,No,No,7.00,Low,IG46,NW28,\\path\assets\asset0796,,,Yes,No,Confidential-Restricted,False ,KG66,UD10,TJ46,VG31,Urbon B,Physically Hosted,Saturday,Monthly,9:00 PM,Yes,MS Sharepoint,Yes,,C++,5/2/2021,,120:00:00,,121,,,True,218M6453G60952IK,Yes,Capital Markets,Fasle,,Loss Mitigation Management,,,,,,,,,,,,,,,,,,,
